state_id,solvent_id,geometry_hash,E_base_MACE_eV,feature_cache_key,checkpoint_sha256,feature_schema_revision
A002_Q0_M2,S009,a2bc50aee9a2c9d27e46619c47e11551f333ea5006dc8001d0a28ed02d6428eb,-11547.2397409703,349b9330983cb632762df9f5ee489627c5e3e34b96cdd9501b818c93ec6bf006,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S010,5f2d356204585e7a3a870bbc2d21616e69e3b5e16c7eccfaab562a800a406fc6,-11547.239753394,0232c3d884b556b49be4e9e65bc271cd4a5021a3555f372733ac415cd1896175,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S011,a2f3d5336632da19de425f4ce59852b8908a3c5e52754a47356fe2a23962ecd3,-11547.2397440049,71e9dfc3c46b4ccf43953de5fda24bd609c236fabc26ed836d72499a944c7294,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S012,f738efd02253c992e8934900b876fdb9d2a696d4327d050aa9212cd8e90fdbf6,-11547.2397446853,df38f3476481dab7d9f2568ef9ac44eab7e0f018e96866c957457968dccd386d,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S013,00878b9ac14ecfe00af9742c61ef17a4e8f2b9b55a4555ce36d0be0681ebce30,-11547.2397379002,a8882b6e330592db1c23044bda1c0edce586e71308b28f33d59de28bdfa14cd7,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S014,d5ee73a39e0e4cb6bcadb713df8795513a5f8e179fec0dcf2737fbce10aaec2a,-11547.239566855,3828887cc63f1850abb69aab777720c7d1a574161a988283a584167fdcab36d9,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S015,7b3d115bc0d34d90183a9e5841e90e2351144095451b221b59f2c8ebe44dfd76,-11547.2396895036,8cc77f009bd7423a5e07eb7db120a92560c10ffd790476954274d5016699d9f5,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S016,8b38344bca5ef8269a31c265647e2560a3cef5ee5d70c7ba9fd0af2dc241e008,-11547.2396762437,e7125316c60f33587ca1c0aeb7f9fc16e039c452ec9c25340ad5b742b13086b5,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S017,d8bb42ec8ec22c4af2329ffaf10e144d8a3f3188e0a99e07f25ce80f366c52d0,-11547.2397024762,4e9bb0e4c7d06d2bd1a7c5c2557620be7612e5606cd9846e8f02cf381ade932b,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_Q0_M2,S018,59ef8a945d2e96630fd35cfe01bc6daa6da566fad0a44d8a266ade9739cbe23f,-11547.2396771198,c274eb1713115ae9078bb186f4d8a6282a0dac0908a0760b235b8a7309e7fe14,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
