parent_id,sigma_state_id,reaction_id,monomer_name,family,source_monomer_smiles,source_hexamer_smiles,rdkit_atom_index_base,site_a_atom_index_0based,site_b_atom_index_0based,site_a_atom_map_1based,site_b_atom_map_1based,site_a_element,site_b_element,site_a_total_h_in_monomer,site_b_total_h_in_monomer,site_a_is_aromatic,site_b_is_aromatic,site_a_canonical_rank,site_b_canonical_rank,site_pair_symmetry_equivalent,link_atom_pair,repeat_link_rule,inter_repeat_bond_type,coupling_marker,coupling_smiles,coupling_atom_mapped_smiles,all_atom_mapped_smiles,hexamer_substructure_match_count,hexamer_exact_cover_count,hexamer_inter_repeat_bond_count,reconstructed_hexamer_matches_source,monomer_heavy_atom_count,monomer_formula,neutral_dimer_smiles,neutral_dimer_heavy_atom_count,neutral_dimer_formula,neutral_dimer_formula_is_2M_minus_H2,junction_copy1_atom_index_0based,junction_copy2_atom_index_0based,sigma_formula_expected,sigma_product_charge,sigma_product_multiplicity,sigma_geometry_semantics,topology_source,topology_status,topology_sha256
M051,D051_QP2_M1,RXN_SIG_M051,3-Methylselenophene,Selenophenes,Cc1cc[se]c1,Cc1c[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]ccc6C)cc5C)cc4C)cc3C)cc2C)c1,0,3,5,4,6,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cc1cc(I)[se]c1I,Cc1c[cH:1][se][cH:2]1,[CH3:1][c:2]1[cH:3][cH:4][se:5][cH:6]1,6,1,5,True,6,C5H6Se,Cc1c[se]c(-c2[se]ccc2C)c1,12,C10H10Se2,true,5,9,C10H12Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,683d7a869ff941d089e75abcea2654284a40e5e9eb5c03a002fcb51dbc47acfb
M052,D052_QP2_M1,RXN_SIG_M052,3-Ethylselenophene,Selenophenes,CCc1cc[se]c1,CCc1c[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]ccc6CC)cc5CC)cc4CC)cc3CC)cc2CC)c1,0,4,6,5,7,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCc1cc(I)[se]c1I,CCc1c[cH:1][se][cH:2]1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][se:6][cH:7]1,6,1,5,True,7,C6H8Se,CCc1c[se]c(-c2[se]ccc2CC)c1,14,C12H14Se2,true,6,11,C12H16Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,aa0e3e70bac4bd6577ae889f20764893829540e380e3c6449e9d632c1747d51e
M053,D053_QP2_M1,RXN_SIG_M053,3-Butylselenophene,Selenophenes,CCCCc1cc[se]c1,CCCCc1c[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]ccc6CCCC)cc5CCCC)cc4CCCC)cc3CCCC)cc2CCCC)c1,0,6,8,7,9,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCc1cc(I)[se]c1I,CCCCc1c[cH:1][se][cH:2]1,[CH3:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][se:8][cH:9]1,6,1,5,True,9,C8H12Se,CCCCc1c[se]c(-c2[se]ccc2CCCC)c1,18,C16H22Se2,true,8,15,C16H24Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,e4f68b4144aa353b1a2ddcaad2448eebab039a8537c7b21669b7fe55737bdf8f
M054,D054_QP2_M1,RXN_SIG_M054,3-Hexylselenophene,Selenophenes,CCCCCCc1cc[se]c1,CCCCCCc1c[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]ccc6CCCCCC)cc5CCCCCC)cc4CCCCCC)cc3CCCCCC)cc2CCCCCC)c1,0,8,10,9,11,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCc1cc(I)[se]c1I,CCCCCCc1c[cH:1][se][cH:2]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][se:10][cH:11]1,6,1,5,True,11,C10H16Se,CCCCCCc1c[se]c(-c2[se]ccc2CCCCCC)c1,22,C20H30Se2,true,10,19,C20H32Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,fce54cc3e39701bfce7d4ce1a18cc3e82a18bcefa51f6df8b73672d9b5aced9c
M055,D055_QP2_M1,RXN_SIG_M055,3-Octylselenophene,Selenophenes,CCCCCCCCc1cc[se]c1,CCCCCCCCc1c[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]ccc6CCCCCCCC)cc5CCCCCCCC)cc4CCCCCCCC)cc3CCCCCCCC)cc2CCCCCCCC)c1,0,10,12,11,13,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCCCc1cc(I)[se]c1I,CCCCCCCCc1c[cH:1][se][cH:2]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][c:9]1[cH:10][cH:11][se:12][cH:13]1,6,1,5,True,13,C12H20Se,CCCCCCCCc1c[se]c(-c2[se]ccc2CCCCCCCC)c1,26,C24H38Se2,true,12,23,C24H40Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,188d9ea437890bd8e1fa2c252ce15f5c217cd8d55586f4f3f5ff6fc6ebf2c750
M056,D056_QP2_M1,RXN_SIG_M056,3-Fluoroselenophene,Selenophenes,Fc1cc[se]c1,Fc1c[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]ccc6F)cc5F)cc4F)cc3F)cc2F)c1,0,3,5,4,6,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Fc1cc(I)[se]c1I,Fc1c[cH:1][se][cH:2]1,[F:1][c:2]1[cH:3][cH:4][se:5][cH:6]1,6,1,5,True,6,C4H3FSe,Fc1c[se]c(-c2[se]ccc2F)c1,12,C8H4F2Se2,true,5,9,C8H6F2Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,75c0ef7016fe6523f78fa841d4e78c381c57c0801616e9bde03e9473977e4edb
M057,D057_QP2_M1,RXN_SIG_M057,"3,4-Dimethylselenophene",Selenophenes,Cc1c[se]cc1C,Cc1c[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]cc(C)c6C)c(C)c5C)c(C)c4C)c(C)c3C)c(C)c2C)c1C,0,2,4,3,5,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cc1c(I)[se]c(I)c1C,Cc1[cH:1][se][cH:2]c1C,[CH3:1][c:2]1[cH:3][se:4][cH:5][c:6]1[CH3:7],6,1,5,True,7,C6H8Se,Cc1c[se]c(-c2[se]cc(C)c2C)c1C,14,C12H14Se2,true,4,9,C12H16Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,c2d4eb40bf175aedcefb3a76632f5cb1a1122e7f568c662a86303cfbf1edbd64
M058,D058_QP2_M1,RXN_SIG_M058,"3,4-Ethylenedioxyselenophene (EDOS)",Selenophenes,c1[se]cc2c1OCCO2,c1[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]cc7c6OCCO7)c6c5OCCO6)c5c4OCCO5)c4c3OCCO4)c3c2OCCO3)c2c1OCCO2,0,0,2,1,3,C,C,1,1,True,True,0,0,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1[se]c(I)c2c1OCCO2,[cH:1]1[se][cH:2]c2c1OCCO2,[cH:1]1[se:2][cH:3][c:4]2[c:5]1[O:6][CH2:7][CH2:8][O:9]2,6,1,5,True,9,C6H6O2Se,c1[se]c(-c2[se]cc3c2OCCO3)c2c1OCCO2,18,C12H10O4Se2,true,2,9,C12H12O4Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,f3ef7e794c2d41d25cc837dd78ea77e33f2c66d480ea52c053d0438eab7c678c
M059,D059_QP2_M1,RXN_SIG_M059,"3,4-Propylenedioxyselenophene (ProDOS)",Selenophenes,c1[se]cc2c1OCCCO2,c1[se]c(-c2[se]c(-c3[se]c(-c4[se]c(-c5[se]c(-c6[se]cc7c6OCCCO7)c6c5OCCCO6)c5c4OCCCO5)c4c3OCCCO4)c3c2OCCCO3)c2c1OCCCO2,0,0,2,1,3,C,C,1,1,True,True,0,0,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1[se]c(I)c2c1OCCCO2,[cH:1]1[se][cH:2]c2c1OCCCO2,[cH:1]1[se:2][cH:3][c:4]2[c:5]1[O:6][CH2:7][CH2:8][CH2:9][O:10]2,6,1,5,True,10,C7H8O2Se,c1[se]c(-c2[se]cc3c2OCCCO3)c2c1OCCCO2,20,C14H14O4Se2,true,2,10,C14H16O4Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,c752c8fdb9ec6fb6d6ecc280d4bdfc18332e16e7927e22e851dcca4d0bf4313d
M060,D060_QP2_M1,RXN_SIG_M060,Aniline,Anilines,Nc1ccccc1,Nc1ccc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6ccccc6)cc5)cc4)cc3)cc2)cc1,0,0,4,1,5,N,C,2,1,False,True,0,1,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,INc1ccc(I)cc1,[NH2:1]c1cc[cH:2]cc1,[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1,11,1,5,True,7,C6H7N,Nc1ccc(Nc2ccccc2)cc1,14,C12H12N2,true,4,7,C12H14N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,8b1e52da2d2fedb85a2ccac20f72823b29fc2c6a0ceb51e06ad8168f45a354b3
M061,D061_QP2_M1,RXN_SIG_M061,2-Methylaniline (o-toluidine),Anilines,Cc1ccccc1N,Cc1cc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6ccccc6C)cc5C)cc4C)cc3C)cc2C)ccc1N,0,3,7,4,8,C,N,1,2,True,False,2,1,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,Cc1cc(I)ccc1NI,Cc1c[cH:1]ccc1[NH2:2],[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[NH2:8],6,1,5,True,8,C7H9N,Cc1cc(Nc2ccccc2C)ccc1N,16,C14H16N2,true,7,11,C14H18N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,1261ed5d2f0d680ca0236a0abccef2ed0eaaa90b3a89145a77e804da289b7429
M062,D062_QP2_M1,RXN_SIG_M062,3-Methylaniline (m-toluidine),Anilines,Cc1cccc(N)c1,Cc1cccc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6ccc(N)cc6C)cc5C)cc4C)cc3C)cc2C)c1,0,2,6,3,7,C,N,1,2,True,False,3,1,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,Cc1cc(NI)ccc1I,Cc1[cH:1]ccc([NH2:2])c1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH2:7])[cH:8]1,6,1,5,True,8,C7H9N,Cc1cccc(Nc2ccc(N)cc2C)c1,16,C14H16N2,true,6,10,C14H18N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,52b016af59a719fa88a4458a63344ff0b24348f92cfead64a95c6a99d0a72803
M063,D063_QP2_M1,RXN_SIG_M063,2-Methoxyaniline (o-anisidine),Anilines,COc1ccccc1N,COc1cc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6ccccc6OC)cc5OC)cc4OC)cc3OC)cc2OC)ccc1N,0,4,8,5,9,C,N,1,2,True,False,3,1,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,COc1cc(I)ccc1NI,COc1c[cH:1]ccc1[NH2:2],[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[NH2:9],6,1,5,True,9,C7H9NO,COc1cc(Nc2ccccc2OC)ccc1N,18,C14H16N2O2,true,8,13,C14H18N2O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,fc29acc4d4abdc895e246b6ebbdf9184a4c9704f463bdb81e8dff323611b1935
M064,D064_QP2_M1,RXN_SIG_M064,3-Methoxyaniline (m-anisidine),Anilines,COc1cccc(N)c1,COc1cccc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6ccc(N)cc6OC)cc5OC)cc4OC)cc3OC)cc2OC)c1,0,3,7,4,8,C,N,1,2,True,False,4,1,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,COc1cc(NI)ccc1I,COc1[cH:1]ccc([NH2:2])c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([NH2:8])[cH:9]1,6,1,5,True,9,C7H9NO,COc1cccc(Nc2ccc(N)cc2OC)c1,18,C14H16N2O2,true,7,12,C14H18N2O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,bb0db8c4f5c398bf472155dc5ba965a6d3d95c928844e28a77156ba4405a98ab
M065,D065_QP2_M1,RXN_SIG_M065,2-Aminophenol (o-aminophenol),Anilines,Nc1ccccc1O,Nc1ccc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6ccccc6O)cc5O)cc4O)cc3O)cc2O)cc1O,0,0,4,1,5,N,C,2,1,False,True,0,3,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,Oc1cc(I)ccc1NI,[NH2:1]c1cc[cH:2]cc1O,[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[OH:8],6,1,5,True,8,C6H7NO,Nc1ccc(Nc2ccccc2O)cc1O,16,C12H12N2O2,true,4,8,C12H14N2O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,5074b92a9c401cc5b6f17ea2282ee1a0824e382a0df8f25a72aaae684eb25774
M066,D066_QP2_M1,RXN_SIG_M066,3-Aminophenol (m-aminophenol),Anilines,Nc1cccc(O)c1,Nc1ccc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6cccc(O)c6)c(O)c5)c(O)c4)c(O)c3)c(O)c2)c(O)c1,0,0,4,1,5,N,C,2,1,False,True,0,4,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,Oc1cc(NI)ccc1I,[NH2:1]c1cc[cH:2]c(O)c1,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([OH:7])[cH:8]1,6,1,5,True,8,C6H7NO,Nc1ccc(Nc2cccc(O)c2)c(O)c1,16,C12H12N2O2,true,4,8,C12H14N2O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,f00a94e8351fea1255296eb83793917c68ce3fa253ed546afdf1dcc344f28469
M067,D067_QP2_M1,RXN_SIG_M067,2-Fluoroaniline,Anilines,Nc1ccccc1F,Nc1ccc(Nc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6ccccc6F)cc5F)cc4F)cc3F)cc2F)cc1F,0,0,4,1,5,N,C,2,1,False,True,0,3,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,Fc1cc(I)ccc1NI,[NH2:1]c1cc[cH:2]cc1F,[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[F:8],6,1,5,True,8,C6H6FN,Nc1ccc(Nc2ccccc2F)cc1F,16,C12H10F2N2,true,4,8,C12H12F2N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,fa092e573d5c0f58fb221abdc0f69d655f3d94ac94b9cbb90d645be0da539aed
M068,D068_QP2_M1,RXN_SIG_M068,"2,6-Dimethylaniline",Anilines,Cc1cccc(C)c1N,Cc1cc(Nc2c(C)cc(Nc3c(C)cc(Nc4c(C)cc(Nc5c(C)cc(Nc6c(C)cccc6C)cc5C)cc4C)cc3C)cc2C)cc(C)c1N,0,3,8,4,9,C,N,1,2,True,False,3,2,False,C-N,copy_i.site_b--copy_i+1.site_a,single,I,Cc1cc(I)cc(C)c1NI,Cc1c[cH:1]cc(C)c1[NH2:2],[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH3:7])[c:8]1[NH2:9],6,1,5,True,9,C8H11N,Cc1cc(Nc2c(C)cccc2C)cc(C)c1N,18,C16H20N2,true,8,12,C16H22N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,89b7b6c388b1c2469bc65dd09794d30476d10792d0e8c184de628e83f0da118c
M069,D069_QP2_M1,RXN_SIG_M069,Diphenylamine,Anilines,c1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccc(-c3ccc(Nc4ccc(-c5ccc(Nc6ccc(-c7ccc(Nc8ccc(-c9ccc(Nc%10ccc(-c%11ccc(Nc%12ccccc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0,0,8,1,9,C,C,1,1,True,True,0,0,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(Nc2ccc(I)cc2)cc1,[cH:1]1ccc(Nc2cc[cH:2]cc2)cc1,[cH:1]1[cH:2][cH:3][c:4]([NH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][cH:13]1,6,1,5,True,13,C12H11N,c1ccc(Nc2ccc(-c3ccc(Nc4ccccc4)cc3)cc2)cc1,26,C24H20N2,true,8,13,C24H22N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,338f4a0b00804b9a6d3d86860b50e16aeb1cf3eb73a1ae7c1fae968fbd59979d
M070,D070_QP2_M1,RXN_SIG_M070,Carbazole,Carbazoles,c1ccc2c(c1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccc(-c3ccc4[nH]c5ccc(-c6ccc7[nH]c8ccc(-c9ccc%10[nH]c%11ccc(-c%12ccc%13[nH]c%14ccc(-c%15ccc%16[nH]c%17ccccc%17c%16c%15)cc%14c%13c%12)cc%11c%10c9)cc8c7c6)cc5c4c3)cc12,0,1,10,2,11,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc2[nH]c3ccc(I)cc3c2c1,c1[cH:1]cc2c(c1)[nH]c1cc[cH:2]cc21,[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[nH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]21,6,1,5,True,13,C12H9N,c1ccc2c(c1)[nH]c1ccc(-c3ccc4[nH]c5ccccc5c4c3)cc12,26,C24H16N2,true,10,14,C24H18N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,18d8eb7b251ab0f684b549fb761f406994406f6d655fa525d12c5f8067d985fc
M071,D071_QP2_M1,RXN_SIG_M071,N-Methylcarbazole,Carbazoles,Cn1c2ccccc2c2ccccc21,Cn1c2ccccc2c2cc(-c3ccc4c(c3)c3cc(-c5ccc6c(c5)c5cc(-c7ccc8c(c7)c7cc(-c9ccc%10c(c9)c9cc(-c%11ccc%12c(c%11)c%11ccccc%11n%12C)ccc9n%10C)ccc7n8C)ccc5n6C)ccc3n4C)ccc21,0,5,10,6,11,C,C,1,1,True,True,1,1,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cn1c2ccc(I)cc2c2cc(I)ccc21,Cn1c2cc[cH:1]cc2c2c[cH:2]ccc12,[CH3:1][n:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]12,6,1,5,True,14,C13H11N,Cn1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4C)ccc21,28,C26H20N2,true,10,19,C26H22N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,a8b61bd37707d6dfb6af5c36ac421f16d22a7d3974b4dd98d8d9b58a6ff2ead5
M072,D072_QP2_M1,RXN_SIG_M072,N-Ethylcarbazole,Carbazoles,CCn1c2ccccc2c2ccccc21,CCn1c2ccccc2c2cc(-c3ccc4c(c3)c3cc(-c5ccc6c(c5)c5cc(-c7ccc8c(c7)c7cc(-c9ccc%10c(c9)c9cc(-c%11ccc%12c(c%11)c%11ccccc%11n%12CC)ccc9n%10CC)ccc7n8CC)ccc5n6CC)ccc3n4CC)ccc21,0,6,11,7,12,C,C,1,1,True,True,1,1,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCn1c2ccc(I)cc2c2cc(I)ccc21,CCn1c2cc[cH:1]cc2c2c[cH:2]ccc12,[CH3:1][CH2:2][n:3]1[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,6,1,5,True,15,C14H13N,CCn1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4CC)ccc21,30,C28H24N2,true,11,21,C28H26N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,2b50088830a541e45b3ad908f28a935a28cdb77ca8d07cbd50194ff0b2106023
M073,D073_QP2_M1,RXN_SIG_M073,N-Hexylcarbazole,Carbazoles,CCCCCCn1c2ccccc2c2ccccc21,CCCCCCn1c2ccccc2c2cc(-c3ccc4c(c3)c3cc(-c5ccc6c(c5)c5cc(-c7ccc8c(c7)c7cc(-c9ccc%10c(c9)c9cc(-c%11ccc%12c(c%11)c%11ccccc%11n%12CCCCCC)ccc9n%10CCCCCC)ccc7n8CCCCCC)ccc5n6CCCCCC)ccc3n4CCCCCC)ccc21,0,10,15,11,16,C,C,1,1,True,True,1,1,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCn1c2ccc(I)cc2c2cc(I)ccc21,CCCCCCn1c2cc[cH:1]cc2c2c[cH:2]ccc12,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][n:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12,6,1,5,True,19,C18H21N,CCCCCCn1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4CCCCCC)ccc21,38,C36H40N2,true,15,29,C36H42N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,93d78cb7b3fca1750ee0ca370249b882bab054be8988f2860d392c1a6a89d6e4
M074,D074_QP2_M1,RXN_SIG_M074,N-Octylcarbazole,Carbazoles,CCCCCCCCn1c2ccccc2c2ccccc21,CCCCCCCCn1c2ccccc2c2cc(-c3ccc4c(c3)c3cc(-c5ccc6c(c5)c5cc(-c7ccc8c(c7)c7cc(-c9ccc%10c(c9)c9cc(-c%11ccc%12c(c%11)c%11ccccc%11n%12CCCCCCCC)ccc9n%10CCCCCCCC)ccc7n8CCCCCCCC)ccc5n6CCCCCCCC)ccc3n4CCCCCCCC)ccc21,0,12,17,13,18,C,C,1,1,True,True,1,1,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCCCn1c2ccc(I)cc2c2cc(I)ccc21,CCCCCCCCn1c2cc[cH:1]cc2c2c[cH:2]ccc12,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][n:9]1[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]12,6,1,5,True,21,C20H25N,CCCCCCCCn1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4CCCCCCCC)ccc21,42,C40H48N2,true,17,33,C40H50N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,125c180ef831b81e3c511e9286745bdac49346302ceff895b78bae2263d260d6
M075,D075_QP2_M1,RXN_SIG_M075,N-Vinylcarbazole,Carbazoles,C=Cn1c2ccccc2c2ccccc21,C=Cn1c2ccccc2c2cc(-c3ccc4c(c3)c3cc(-c5ccc6c(c5)c5cc(-c7ccc8c(c7)c7cc(-c9ccc%10c(c9)c9cc(-c%11ccc%12c(c%11)c%11ccccc%11n%12C=C)ccc9n%10C=C)ccc7n8C=C)ccc5n6C=C)ccc3n4C=C)ccc21,0,6,11,7,12,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,C=Cn1c2ccc(I)cc2c2cc(I)ccc21,C=Cn1c2cc[cH:1]cc2c2c[cH:2]ccc12,[CH2:1]=[CH:2][n:3]1[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,6,1,5,True,15,C14H11N,C=Cn1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4C=C)ccc21,30,C28H20N2,true,11,21,C28H22N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,da75232ce8f528797823fea2efced613a2a30940024d546640b50991b667f254
